recipe_id,source_page,design_no,parts,cloth,n1,n2,n3,n4,n5,tikli,jari_note,image,notes,clarity
R0886,31,9084,neck,,706 Royal,315 Royal,127 DD Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9084 Neck.JPG,,high
R0887,31,9084,neck,,801 Royal,315 Royal,741 D Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9084 Neck.JPG,,high
R0888,31,9084,neck,,847 Royal,315 Royal,250 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9084 Neck.JPG,,high
R0895,32,1110,cp,,28 Royal,190 Raj,760 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1110 CP Border 250.JPG,31 Pcs,high
R0896,32,1110,cp,,937 Raj,190 Raj,130 L Royal,,,,jari 18,Jeetubhai Images\OS New folder (11) Images\1110 CP Border 250.JPG,31 Pcs,high
R0897,32,1110,cp,,LM Royal,190 Raj,704 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1110 CP Border 250.JPG,34 Pcs,high
R0898,32,1111,neck,,375 Royal,190 Raj,715 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1111 Neck 400.JPG,,high
R0899,32,1111,neck,,711 Royal,190 Raj,827 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1111 Neck 400.JPG,,high
R0900,32,1111,neck,,LM Royal,190 Raj,704 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1111 Neck 400.JPG,,high
R0901,32,1112,neck,,75 Royal,190 Raj,365 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1112 Neck 400.JPG,53 Pcs,high
R0902,32,1112,neck,,775 Royal,190 Raj,766 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1112 Neck 400.JPG,53 Pcs,high
R0903,32,1112,neck,,793 Raj,190 Raj,342 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1112 Neck 400.JPG,54 Pcs,high
R0904,32,9050,cp,,375 Royal,190 Raj,715 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9050 KP 200.JPG,,high
R0905,32,9050,cp,,711 Royal,190 Raj,827 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9050 KP 200.JPG,,high
R0906,32,9050,cp,,LM Royal,190 Raj,704 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9050 KP 200.JPG,,high
R0919,32,9086,neck,,375 Royal,190 Raj,715 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9086 Neck.JPG,,high
R0920,32,9086,neck,,711 Royal,190 Raj,827 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9086 Neck.JPG,,high
R0921,32,9086,neck,,LM Royal,190 Raj,704 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9086 Neck.JPG,,high
R0925,33,9058,cp,,111 Royal,99 Raj,187 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,57 Pcs,high
R0926,33,9058,cp,,127 Raj,324 Royal,364 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,38 Pcs,high
R0927,33,9058,cp,,710 D Raj,367 Royal,22 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,57 Pcs,high
R0928,33,9058,cp,,727 Royal,324 Royal,766 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,31 Pcs,high
R0929,33,9058,cp,,742 Royal,324 Royal,LM U Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,37 Pcs,high
R0930,33,9058,cp,,81 Raj,111 Royal,791 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,58 Pcs; second block 172 Pcs,high
R0931,33,9058,cp,,840 L Royal,324 Royal,85 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,46 Pcs,high
R0935,33,9072,neck+big border+small border,,A5026 V Plus,,,,,,,Jeetubhai Images\OS New folder (9) Images\9072 Big Border 200.JPG|Jeetubhai Images\OS New folder (9) Images\9072 Neck 200.JPG|Jeetubhai Images\OS New folder (9) Images\9072 Small Border 250.JPG,BB/SB head notes present,high
R0936,33,9075,cp,,123 Royal,775 L Royal,719 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9075 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9075 Neck 250.JPG,54 Pcs,high
R0937,33,9075,cp,,325 Royal,74 N ST,769 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9075 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9075 Neck 250.JPG,47 Pcs,high
R0944,33,9087,neck+border,,32 Royal,847 Royal,406 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9087 Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9087 border 250.JPG,68 Pcs,high
R0945,33,9087,neck+border,,32 Royal,53 Royal,188 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9087 Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9087 border 250.JPG,68 Pcs,high
R0946,33,9087,neck+border,,32 Royal,121 L Royal,829 L Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9087 Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9087 border 250.JPG,70 Pcs,high
R0947,34,1108,neck+daman+border,,109 Royal,810 L Raj,,,,,,Jeetubhai Images\OS New folder (11) Images\1108 Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1108 Daman 250.JPG|Jeetubhai Images\OS New folder (11) Images\1108 Neck 400.JPG,,high
R0948,34,1108,neck+daman+border,,109 Royal,74 N Raj,,,,,,Jeetubhai Images\OS New folder (11) Images\1108 Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1108 Daman 250.JPG|Jeetubhai Images\OS New folder (11) Images\1108 Neck 400.JPG,,high
R0949,34,1108,neck+daman+border,,109 Royal,357 Royal,,,,,,Jeetubhai Images\OS New folder (11) Images\1108 Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1108 Daman 250.JPG|Jeetubhai Images\OS New folder (11) Images\1108 Neck 400.JPG,5 Box,high
R0950,34,8002,cp,,494 Royal,368 Royal,841 Raj,769 L Royal,,,,Jeetubhai Images\OS New folder (8) Images\8002 GALA 200.JPG|Jeetubhai Images\OS New folder (8) Images\8002 border 200.JPG,,high
R0951,34,8002,cp,,494 Royal,728 Royal,919 L Raj,808 Raj,,,,Jeetubhai Images\OS New folder (8) Images\8002 GALA 200.JPG|Jeetubhai Images\OS New folder (8) Images\8002 border 200.JPG,,high
R0952,34,8002,cp,,494 Royal,710 Raj,87 D Royal,74 N Raj,,,,Jeetubhai Images\OS New folder (8) Images\8002 GALA 200.JPG|Jeetubhai Images\OS New folder (8) Images\8002 border 200.JPG,,high
R0964,34,9071,top+neck+border,,A57 V Plus,,,,,,,Jeetubhai Images\OS New folder (9) Images\9071 Border 200.JPG|Jeetubhai Images\OS New folder (9) Images\9071 Neck Patti 200.JPG,10 Color; 240 Pcs,high
R0975,35,1103,neck,,402 Royal,350 Raj,87 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,9 KP; shared with 8051,high
R0976,35,1103,neck,,402 Royal,350 Raj,842 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,21 KP; shared with 8051,high
R0977,35,1103,neck,,834 DD Raj,350 Raj,17 DD Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,27 KP; shared with 8051,high
R0978,35,1103,neck,,834 DD Raj,350 Raj,105 NL Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,16 KP; shared with 8051,high
R0979,35,1103,neck,,M Royal,350 Raj,89 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,13 KP; shared with 8051,high
R0980,35,1103,neck,,M Royal,350 Raj,90 ND Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1103 Neck 250.JPG,15 KP; shared with 8051,high
R0987,35,1105,daman+border+neck+butti,,357 Royal,109 Royal,,,,,,Jeetubhai Images\OS New folder (11) Images\1105 Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1105 Butti 250.JPG|Jeetubhai Images\OS New folder (11) Images\1105 Daman 250.JPG|Jeetubhai Images\OS New folder (11) Images\1105 Neck Patti 250.JPG,,high
R0988,35,1105,daman+border+neck+butti,,74 N Raj,109 Royal,,,,,,Jeetubhai Images\OS New folder (11) Images\1105 Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1105 Butti 250.JPG|Jeetubhai Images\OS New folder (11) Images\1105 Daman 250.JPG|Jeetubhai Images\OS New folder (11) Images\1105 Neck Patti 250.JPG,,high
R0989,35,1105,daman+border+neck+butti,,810 L Raj,109 Royal,,,,,,Jeetubhai Images\OS New folder (11) Images\1105 Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1105 Butti 250.JPG|Jeetubhai Images\OS New folder (11) Images\1105 Daman 250.JPG|Jeetubhai Images\OS New folder (11) Images\1105 Neck Patti 250.JPG,,high
R0990,35,1106,neck,,61 N Royal,188 Raj,778 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1106 Neck 250.JPG,,high
R0991,35,1106,neck,,68 Royal,188 Raj,45 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1106 Neck 250.JPG,,high
R0992,35,1106,neck,,778 D Royal,188 Raj,308 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1106 Neck 250.JPG,,high
R1002,35,8051,kp,,402 Royal,350 Raj,87 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8051 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8051 KP 400.BMP,9 KP,high
R1003,35,8051,kp,,402 Royal,350 Raj,842 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8051 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8051 KP 400.BMP,21 KP,high
R1004,35,8051,kp,,834 DD Raj,350 Raj,17 DD Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8051 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8051 KP 400.BMP,27 KP,high
R1005,35,8051,kp,,834 DD Raj,350 Raj,105 NL Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8051 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8051 KP 400.BMP,16 KP,high
R1006,35,8051,kp,,M Royal,350 Raj,89 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8051 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8051 KP 400.BMP,13 KP,high
R1007,35,8051,kp,,M Royal,350 Raj,90 ND Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8051 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8051 KP 400.BMP,15 KP,high
R1008,35,8073,kp,,61 N Royal,188 Raj,778 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8073 KP 400.BMP,,high
R1009,35,8073,kp,,68 Royal,188 Raj,45 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8073 KP 400.BMP,,high
R1010,35,8073,kp,,778 D Royal,188 Raj,308 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8073 KP 400.BMP,,high
R1023,36,7017,neck,,735 Raj,314 Royal,740 Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7017 Nake 400.JPG,,high
R1024,36,7017,neck,,95 D Raj,335 Royal,775 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7017 Nake 400.JPG,,high
R1037,36,9073,cp,,235 Royal,119 D Royal,722 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9073 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9073 Neck 250.JPG,,high
R1038,36,9073,cp,,722 Royal,778 Royal,836 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9073 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9073 Neck 250.JPG,,high
R1051,37,8095,cp,,124 Royal,775 C Royal,111 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8095 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8095 Neck 250.BMP,65 Pcs,high
R1052,37,8095,cp,,190 Raj,746 Royal,739 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8095 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8095 Neck 250.BMP,62 Pcs,high
R1053,37,8095,cp,,727 L Royal,27 Royal,79 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8095 Border 250.BMP|Jeetubhai Images\OS New folder (8) Images\8095 Neck 250.BMP,63 Pcs,high
R1057,37,9072,neck+border big+small,,A-5062 V Plus,,,,,,,Jeetubhai Images\OS New folder (9) Images\9072 Big Border 200.JPG|Jeetubhai Images\OS New folder (9) Images\9072 Neck 200.JPG|Jeetubhai Images\OS New folder (9) Images\9072 Small Border 250.JPG,Big Border-5 (15 Head); Small Border-40 (15 Head),high
R1079,38,9012,neck,,402 Royal,372 Royal,87 D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9012 Neck 250.JPG,,high
R1080,38,9012,neck,,402 Royal,372 Royal,842 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9012 Neck 250.JPG,,high
R1081,38,9012,neck,,834 DD Raj,372 Royal,17 DD Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9012 Neck 250.JPG,,high
R1082,38,9012,neck,,834 DD Raj,372 Royal,105 NL Royal,,,,Gold 4,Jeetubhai Images\OS New folder (9) Images\9012 Neck 250.JPG,,high
R1088,38,9072,neck+big border+small border,,A-5062,,,,,,,Jeetubhai Images\OS New folder (9) Images\9072 Big Border 200.JPG|Jeetubhai Images\OS New folder (9) Images\9072 Neck 200.JPG|Jeetubhai Images\OS New folder (9) Images\9072 Small Border 250.JPG,24x5=120P,high
R1093,38,9100,body+top+big border+small border,,5628 V Plus,,,,,,,Jeetubhai Images\OS New folder (9) Images\9100 Big border.JPG|Jeetubhai Images\OS New folder (9) Images\9100 Body.JPG|Jeetubhai Images\OS New folder (9) Images\9100 Border.JPG,Top 20 Pcs every colour; Big Border-5 (16 Head) Small-4 (16 Head),high
R1114,39,9098,neck+border+astin border+butti,,A60 V Plus,,,,,,,Jeetubhai Images\OS New folder (9) Images\9098 Butti Border.JPG|Jeetubhai Images\OS New folder (9) Images\9098 Asteen border.JPG|Jeetubhai Images\OS New folder (9) Images\9098 Neck 400.JPG,16x6=96 Pcs,high
R1115,39,9099,neck+border,,A.5021,110 L Royal,,,,,,Jeetubhai Images\OS New folder (9) Images\9099 Border.JPG|Jeetubhai Images\OS New folder (9) Images\9099 Neck 400.JPG,32x4=128 Pcs,high
R1170,41,9072,neck+daman border+astin border,,A-5062,,,,,,,Jeetubhai Images\OS New folder (9) Images\9072 Big Border 200.JPG|Jeetubhai Images\OS New folder (9) Images\9072 Neck 200.JPG|Jeetubhai Images\OS New folder (9) Images\9072 Small Border 250.JPG,52x6=312 Pcs,high
R1186,41,9093,neck,,790 Royal,845 Royal,33 S Royal,725 Raj,,,,Jeetubhai Images\OS New folder (9) Images\9093 Neck 400.JPG,,high
R1187,41,9093,neck,,97 Royal,305 D Royal,33 S Royal,74 N Raj,,,,Jeetubhai Images\OS New folder (9) Images\9093 Neck 400.JPG,,high
R1188,41,9094,neck,,32 S Royal,856 Raj,372 L Royal,776 Raj,,,,Jeetubhai Images\OS New folder (9) Images\9094 Neck 400.JPG,,high
R1189,41,9094,neck,,34 S Royal,707 Royal,728 D Royal,LMLL Royal,,,,Jeetubhai Images\OS New folder (9) Images\9094 Neck 400.JPG,,high
R1190,41,9094,neck,,733 Royal,777 Royal,727 Royal,1004 D Royal,,,,Jeetubhai Images\OS New folder (9) Images\9094 Neck 400.JPG,,high
R1191,41,9094,neck,,74 N Raj,365 Royal,119 D Royal,372 R Raj,,,,Jeetubhai Images\OS New folder (9) Images\9094 Neck 400.JPG,,high
R1210,42,8084,neck+border+butti,,MY4 Nandi,,,,,,,Jeetubhai Images\OS New folder (8) Images\8084 Border.BMP|Jeetubhai Images\OS New folder (8) Images\8084 Butti.BMP|Jeetubhai Images\OS New folder (8) Images\8084 Neck.BMP,circled 0,high
R1220,43,8091,pannel+neck,,731 D Royal,842 Royal,8 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8091 Neck 250.BMP,,high
R1221,43,8091,pannel+neck,,764 Royal,8 NL Royal,222 D Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8091 Neck 250.BMP,,high
R1223,43,8091,pannel+neck,,98 D Raj,8 Royal,714 D Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8091 Neck 250.BMP,,high
R1227,43,9086,neck,,368 Royal,144 Raj,75 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9086 Neck.JPG,,high
R1228,43,9086,neck,,728 Royal,333 Royal,121 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9086 Neck.JPG,,high
R1229,43,9086,neck,,753 Raj,305 Royal,357 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9086 Neck.JPG,,high
R1240,43,9089,cp neck+border,,375 Royal,731 Royal,187 Raj,98 D Raj,,,,Jeetubhai Images\OS New folder (9) Images\9089 Border CP 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9089 Neck CP 250.JPG,,high
R1241,43,9089,cp neck+border,,775 Royal,235 Royal,779 Royal,361 Royal,,,,Jeetubhai Images\OS New folder (9) Images\9089 Border CP 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9089 Neck CP 250.JPG,,high
R1248,44,7083,neck+border,,343 Royal,189 Raj,109 Royal,441,,,,Jeetubhai Images\OS New folder (7) Images\7083 Border 200.JPG|Jeetubhai Images\OS New folder (7) Images\7083 Nake 400.JPG,Astin Border=2.40=27 Border,high
R1249,44,7083,neck+border,,376 Royal,147 DT Raj,109 Royal,441,,,,Jeetubhai Images\OS New folder (7) Images\7083 Border 200.JPG|Jeetubhai Images\OS New folder (7) Images\7083 Nake 400.JPG,,high
R1250,44,7083,neck+border,,763 Royal,924 Raj,109 Royal,441,,,,Jeetubhai Images\OS New folder (7) Images\7083 Border 200.JPG|Jeetubhai Images\OS New folder (7) Images\7083 Nake 400.JPG,,high
R1251,44,9076,body+daman+border,,5628 V Plus,,,,,,,Jeetubhai Images\OS New folder (9) Images\9076 Astin Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9076 Body 400.JPG|Jeetubhai Images\OS New folder (9) Images\9076 Daman 2.JPG,"Black 48, Purple 48, Grey 48, Green 52, Fawn 52, Blue 52",high
R1255,44,9082,neck,,190 Raj,764 Royal,222 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9082 Neck.JPG,,high
R1256,44,9082,neck,,702 Royal,125 LR Royal,362 R Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9082 Neck.JPG,,high
R1257,44,9082,neck,,702 Royal,731 D Royal,46 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9082 Neck.JPG,,high
R1258,44,9083,neck,,123 Royal,776 Royal,361 R Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,,high
R1259,44,9083,neck,,234 Royal,778 D Royal,188 T Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,,high
R1260,44,9083,neck,,361 R Raj,97 Royal,74 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,,high
R1261,44,9083,neck,,85 Raj,105 L Royal,LMLL Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,,high
R1262,44,9084,neck,,776 Royal,145 T Raj,359 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9084 Neck.JPG,,high
R1263,44,9084,neck,,778 D Royal,751 Royal,105 NL Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9084 Neck.JPG,,high
R1264,44,9084,neck,,87 Royal,740 Royal,63 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9084 Neck.JPG,,high
R1265,44,9085,neck,,105 Royal,334 Raj,104 N Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9085 Neck 250.JPG|Jeetubhai Images\OS New folder (9) Images\9085 Neck.JPG,,high
R1266,44,9085,neck,,74 N Raj,322 Royal,840 L Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9085 Neck 250.JPG|Jeetubhai Images\OS New folder (9) Images\9085 Neck.JPG,,high
R1267,44,9085,neck,,775 Royal,732 Royal,305 D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9085 Neck 250.JPG|Jeetubhai Images\OS New folder (9) Images\9085 Neck.JPG,,high
R1286,45,9078,neck,,222 Raj,314 Royal,711 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,,high
R1287,45,9078,neck,,305 D Raj,314 Royal,362 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,,high
R1288,45,9078,neck,,711 Raj,314 Royal,810 L Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,,high
R1289,45,9078,neck,,LM Royal,314 Royal,105 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,,high
R1290,45,9079,neck,,710 D Raj,190 Raj,75 N Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,,high
R1291,45,9079,neck,,731 L Royal,190 Raj,795 D Royal,,,,jari 1,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,,high
R1292,45,9079,neck,,777 Royal,190 Raj,903 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,,high
R1293,45,9080,neck,,121 L Royal,190 Raj,744 Royal,,,,jari 1,Jeetubhai Images\OS New folder (9) Images\9080 Neck 250.JPG,,high
R1294,45,9080,neck,,776 Royal,190 Raj,362 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9080 Neck 250.JPG,,high
R1295,45,9080,neck,,849 Royal,190 Raj,407 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9080 Neck 250.JPG,,high
R1297,46,7020,neck small,,305 D Royal,314 Royal,362 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7020 Nake 400.JPG,,high
R1298,46,7020,neck small,,222 Raj,314 Royal,711 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7020 Nake 400.JPG,,high
R1299,46,7020,neck small,,LM Royal,314 Royal,105 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7020 Nake 400.JPG,,high
R1303,46,8081,kp,,104 N Raj,719 Royal,M Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8081 KP 400.BMP,,high
R1305,46,8081,kp,,782 Royal,834 DD Raj,731 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8081 KP 400.BMP,,high
R1306,46,8035,kp,,335 Royal,341 Royal,94 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8035 KP 200.JPG,,high
R1307,46,8035,kp,,335 Royal,74 N Raj,104 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8035 KP 200.JPG,,high
R1308,46,8035,kp,,335 Royal,74 N Raj,46 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8035 KP 200.JPG,,high
R1309,46,6094,neck,,731 L Royal,190 Raj,795 D Royal,,,,jari,Jeetubhai Images\OS New folder (6) Images\6094 Neck 400.JPG,,high
R1310,46,6094,neck,,777 Royal,190 Raj,903 Raj,,,,jari,Jeetubhai Images\OS New folder (6) Images\6094 Neck 400.JPG,,high
R1312,46,6096,neck,,776 Royal,190 Raj,362 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6096 Neck 400.JPG,,high
R1313,46,6096,neck,,849 Royal,190 Raj,407 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6096 Neck 400.JPG,,high
R1314,46,6096,neck,,121 L Royal,190 Raj,744 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6096 Neck 400.JPG,,high
R1315,46,9034,neck1+neck2+daman,,767 Royal,190 Raj,45 Royal,,,,jari,Jeetubhai Images\OS New folder (9) Images\9034 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 2 400.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 200.JPG,"circled 18,18,25",high
R1316,46,9034,neck1+neck2+daman,,369 Royal,190 Raj,362 Royal,,,,jari,Jeetubhai Images\OS New folder (9) Images\9034 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 2 400.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 200.JPG,,high
R1317,46,9034,neck1+neck2+daman,,937 Raj,710 Royal,75 Royal,,,,jari,Jeetubhai Images\OS New folder (9) Images\9034 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 2 400.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 200.JPG,,high
R1322,46,8040,kp,,711 Royal,822 Royal,841 Royal,,,,jari,Jeetubhai Images\OS New folder (8) Images\8040 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8040 KP 250.BMP,,high
R1323,46,8040,kp,,810 L Raj,822 Royal,768 Royal,,,,jari,Jeetubhai Images\OS New folder (8) Images\8040 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8040 KP 250.BMP,,high
R1324,46,8040,kp,,766 Raj,822 Royal,363 Royal,,,,jari,Jeetubhai Images\OS New folder (8) Images\8040 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8040 KP 250.BMP,,high
R1325,46,8030,kp,,924 Raj,199 Royal,763 Royal,,,,jari,Jeetubhai Images\OS New folder (8) Images\8030 KP 200.JPG,,high
R1326,46,8030,kp,,147 DT Raj,199 Royal,376 Royal,,,,jari,Jeetubhai Images\OS New folder (8) Images\8030 KP 200.JPG,,high
R1327,46,8030,kp,,343 Royal,199 Royal,189 Raj,,,,jari,Jeetubhai Images\OS New folder (8) Images\8030 KP 200.JPG,,high
R1328,47,9060,cp neck+border,,109 Royal,23 T Raj,357 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9060 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9060 Neck CP 250.JPG,,high
